CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag
755467683.0,48.0,F,1.0,Graduate,Single,Less than $40K,Blue,41.0,6.0,2.0,4.0,3001.0,482.0,2519.0,0.814,2403.0,42.0,0.615,0.161,Attrited Customer
713152383.0,40.0,F,3.0,Uneducated,Married,Less than $40K,Blue,27.0,1.0,1.0,1.0,2840.0,2517.0,323.0,0.591,4405.0,82.0,0.864,0.886,Existing Customer
717123858.0,36.0,F,1.0,Graduate,Married,$40K - $60K,Blue,36.0,5.0,1.0,3.0,3635.0,1617.0,2018.0,0.828,4045.0,62.0,1.067,0.445,Existing Customer
801700233.0,36.0,M,2.0,Graduate,Single,$120K +,Blue,28.0,4.0,3.0,0.0,3174.0,2462.0,712.0,0.772,3140.0,74.0,0.721,0.776,Existing Customer
712971708.0,43.0,F,5.0,Unknown,,Less than $40K,Blue,26.0,,0.0,3.0,3139.0,,2050.0,1.034,4648.0,80.0,0.778,0.347,Existing Customer
716644008.0,55.0,M,3.0,Graduate,Single,$120K +,Silver,36.0,4.0,3.0,,34516.0,0.0,34516.0,1.007,9931.0,70.0,0.75,0.0,Attrited Customer
719674533.0,48.0,M,3.0,Unknown,Single,$80K - $120K,Blue,44.0,5.0,1.0,3.0,16794.0,1527.0,15267.0,0.912,4040.0,76.0,0.689,0.091,Existing Customer
719234883.0,57.0,M,3.0,Graduate,Single,,Blue,49.0,5.0,3.0,,32676.0,2134.0,30542.0,0.797,,88.0,0.76,0.065,Existing Customer
715779333.0,45.0,F,3.0,Graduate,Single,Less than $40K,Blue,36.0,5.0,2.0,,4753.0,0.0,4753.0,0.856,3895.0,71.0,0.578,0.0,Existing Customer
821179233.0,50.0,F,1.0,Post-Graduate,Single,$40K - $60K,Blue,46.0,1.0,3.0,3.0,1493.0,,561.0,0.466,1554.0,43.0,0.344,0.624,Attrited Customer
711125358.0,45.0,F,3.0,Graduate,Single,$40K - $60K,Blue,39.0,4.0,4.0,0.0,1765.0,1694.0,71.0,0.76,4803.0,72.0,0.532,0.96,Existing Customer
717432933.0,52.0,F,5.0,Unknown,Single,Unknown,Blue,36.0,3.0,1.0,3.0,3167.0,1387.0,1780.0,0.899,4587.0,76.0,0.551,0.438,Existing Customer
823648983.0,58.0,M,1.0,Uneducated,Single,$80K - $120K,Blue,54.0,1.0,3.0,1.0,5182.0,1459.0,3723.0,0.72,7960.0,112.0,0.697,0.282,Existing Customer
719049033.0,53.0,M,3.0,High School,Married,$120K +,Blue,,5.0,6.0,4.0,14057.0,1655.0,12402.0,0.676,2073.0,60.0,0.333,0.118,Existing Customer
714093108.0,58.0,F,2.0,High School,Single,$40K - $60K,Blue,36.0,3.0,3.0,3.0,7372.0,1210.0,6162.0,0.946,1707.0,56.0,0.514,0.164,Existing Customer
794560833.0,47.0,F,3.0,Graduate,Married,$40K - $60K,Blue,31.0,6.0,3.0,6.0,5496.0,0.0,5496.0,0.548,1913.0,34.0,0.308,0.0,Attrited Customer
787491483.0,41.0,M,3.0,Unknown,Divorced,$80K - $120K,Blue,29.0,5.0,2.0,3.0,30733.0,1153.0,29580.0,0.987,3455.0,80.0,0.702,0.038,Existing Customer
712812408.0,40.0,F,3.0,Unknown,Married,Less than $40K,Blue,28.0,2.0,3.0,3.0,,0.0,1535.0,0.544,,41.0,0.464,0.0,Attrited Customer
807349158.0,36.0,M,4.0,Doctorate,Divorced,$120K +,Blue,31.0,4.0,3.0,4.0,34516.0,1491.0,33025.0,0.93,2243.0,60.0,0.935,0.043,Existing Customer
712579983.0,40.0,F,2.0,Graduate,Single,Unknown,Blue,30.0,5.0,2.0,3.0,1438.3,0.0,1438.3,0.542,2258.0,59.0,0.788,0.0,Existing Customer
716535408.0,43.0,M,3.0,Unknown,Married,$40K - $60K,Blue,32.0,3.0,1.0,3.0,12219.0,1462.0,10757.0,0.558,3843.0,69.0,0.605,0.12,Existing Customer
714119283.0,42.0,F,2.0,Unknown,Single,$40K - $60K,Blue,34.0,3.0,3.0,3.0,2516.0,0.0,2516.0,0.53,2257.0,51.0,0.545,0.0,Attrited Customer
780382008.0,42.0,F,4.0,Unknown,Single,Less than $40K,Silver,32.0,6.0,3.0,2.0,13719.0,1384.0,12335.0,1.201,3774.0,63.0,0.658,0.101,Existing Customer
715872333.0,41.0,M,,High School,Unknown,$120K +,Blue,36.0,3.0,2.0,3.0,18214.0,1998.0,16216.0,,1344.0,,1.1,0.11,Existing Customer
716853258.0,64.0,M,1.0,Graduate,,Less than $40K,Blue,45.0,5.0,3.0,2.0,4417.0,0.0,4417.0,0.904,4253.0,72.0,0.895,0.0,Existing Customer
811775883.0,46.0,M,4.0,Graduate,Divorced,$60K - $80K,Blue,41.0,4.0,2.0,1.0,5397.0,2336.0,3061.0,0.67,4734.0,96.0,0.846,0.433,Existing Customer
715771608.0,41.0,M,3.0,Graduate,Married,$120K +,Silver,36.0,3.0,3.0,2.0,34516.0,1453.0,33063.0,0.357,4147.0,76.0,0.949,0.042,Existing Customer
708427908.0,52.0,F,4.0,College,Unknown,Less than $40K,Blue,39.0,6.0,3.0,1.0,2035.0,1343.0,692.0,0.835,4643.0,86.0,0.686,0.66,Existing Customer
709578258.0,40.0,F,3.0,Uneducated,Single,Less than $40K,Blue,33.0,4.0,3.0,2.0,3804.0,1917.0,1887.0,0.744,14321.0,102.0,0.759,0.504,Existing Customer
716871633.0,49.0,M,1.0,Uneducated,Single,$120K +,Blue,38.0,2.0,2.0,3.0,12055.0,1858.0,10197.0,0.645,7222.0,93.0,0.5,0.154,Existing Customer
715699983.0,56.0,M,3.0,High School,Married,$60K - $80K,Blue,36.0,5.0,1.0,3.0,9226.0,1233.0,7993.0,1.521,1626.0,29.0,1.636,0.134,Existing Customer
771214083.0,45.0,M,2.0,High School,Unknown,$60K - $80K,Blue,32.0,1.0,2.0,3.0,1870.0,0.0,1870.0,0.761,4891.0,65.0,0.806,0.0,Existing Customer
711634008.0,42.0,F,3.0,Uneducated,Married,Less than $40K,Blue,36.0,6.0,2.0,2.0,5821.0,0.0,,,4591.0,70.0,1.188,0.0,Existing Customer
712636308.0,65.0,F,2.0,High School,Married,$40K - $60K,Blue,45.0,6.0,2.0,2.0,2658.0,1514.0,1144.0,1.193,1627.0,26.0,1.0,0.57,Existing Customer
714885258.0,44.0,M,4.0,Unknown,Unknown,$80K - $120K,Blue,37.0,5.0,1.0,2.0,4234.0,972.0,3262.0,1.707,1348.0,27.0,1.7,0.23,Existing Customer
789502308.0,57.0,F,3.0,Unknown,Single,Less than $40K,Blue,49.0,1.0,3.0,5.0,1551.0,790.0,761.0,0.811,2379.0,46.0,0.769,0.509,Attrited Customer
820271208.0,46.0,M,2.0,Graduate,Divorced,$60K - $80K,Blue,41.0,2.0,2.0,3.0,7064.0,1234.0,5830.0,,13791.0,103.0,,0.175,Existing Customer
823904133.0,53.0,F,2.0,College,,Unknown,Blue,49.0,2.0,2.0,4.0,10195.0,0.0,10195.0,0.629,2489.0,54.0,0.385,,Attrited Customer
792864858.0,47.0,M,4.0,Unknown,Unknown,Less than $40K,Blue,37.0,6.0,3.0,3.0,5726.0,834.0,4892.0,0.569,2311.0,58.0,0.487,0.146,Existing Customer
818375733.0,51.0,F,2.0,College,Married,$40K - $60K,Blue,46.0,3.0,1.0,3.0,4882.0,695.0,4187.0,0.508,1544.0,44.0,0.517,0.142,Attrited Customer
714400308.0,60.0,F,0.0,Uneducated,Single,Less than $40K,Silver,49.0,3.0,1.0,1.0,11060.0,1647.0,9413.0,0.938,4545.0,83.0,0.766,0.149,Existing Customer
718726833.0,39.0,M,1.0,High School,Married,$80K - $120K,Blue,28.0,4.0,2.0,4.0,3327.0,0.0,3327.0,,1665.0,36.0,0.636,0.0,Existing Customer
789942033.0,43.0,M,4.0,Graduate,Single,$60K - $80K,Blue,34.0,5.0,3.0,3.0,10573.0,0.0,10573.0,0.794,2237.0,43.0,0.387,0.0,Attrited Customer
818305008.0,41.0,F,2.0,Graduate,Married,$40K - $60K,Blue,36.0,6.0,1.0,3.0,11239.0,1375.0,9864.0,0.94,3978.0,89.0,0.78,0.122,Existing Customer
779661033.0,49.0,M,4.0,Unknown,Married,$60K - $80K,Silver,32.0,5.0,2.0,3.0,25620.0,1107.0,24513.0,0.971,3503.0,66.0,0.65,0.043,Existing Customer
720092283.0,40.0,F,3.0,Graduate,Single,Less than $40K,Blue,31.0,4.0,2.0,,2016.0,978.0,1038.0,,4379.0,78.0,0.95,0.485,Existing Customer
,54.0,F,4.0,Graduate,Married,Unknown,,43.0,3.0,2.0,3.0,3805.0,821.0,2984.0,0.807,4326.0,67.0,0.811,0.216,Existing Customer
713132133.0,54.0,F,1.0,Unknown,Married,Less than $40K,Blue,39.0,3.0,2.0,4.0,2720.0,1694.0,1026.0,0.843,5103.0,81.0,0.761,0.623,Existing Customer
807014583.0,31.0,F,0.0,Graduate,Divorced,Unknown,Blue,26.0,3.0,3.0,3.0,1469.0,0.0,1469.0,0.915,4331.0,,0.935,0.0,Existing Customer
710109633.0,39.0,M,2.0,College,Married,$60K - $80K,Blue,31.0,6.0,3.0,2.0,9871.0,1061.0,8810.0,0.545,1683.0,34.0,0.478,0.107,Existing Customer
778447908.0,51.0,M,2.0,College,Married,,Blue,33.0,3.0,1.0,2.0,3558.0,0.0,3558.0,0.57,4136.0,65.0,0.912,0.0,Existing Customer
712643358.0,59.0,F,0.0,High School,Married,Less than $40K,Blue,49.0,6.0,2.0,4.0,2833.0,1609.0,1224.0,0.78,1335.0,23.0,1.3,0.568,Existing Customer
709198158.0,50.0,F,4.0,Graduate,Single,Less than $40K,Blue,36.0,,2.0,0.0,3125.0,1928.0,1197.0,0.412,1631.0,46.0,0.533,0.617,Existing Customer
716745408.0,54.0,M,1.0,,,$80K - $120K,Blue,36.0,1.0,2.0,3.0,12813.0,1998.0,10815.0,0.837,,81.0,0.688,0.156,Existing Customer
710322033.0,52.0,F,1.0,High School,Married,Less than $40K,Blue,44.0,1.0,1.0,1.0,2563.0,1765.0,798.0,0.857,4515.0,77.0,0.925,0.689,Existing Customer
716390958.0,45.0,M,4.0,Unknown,Married,$120K +,Blue,31.0,1.0,4.0,3.0,26107.0,0.0,26107.0,0.55,1697.0,47.0,0.424,0.0,Attrited Customer
770038983.0,,M,4.0,High School,Single,$60K - $80K,Silver,31.0,1.0,3.0,3.0,28831.0,2517.0,26314.0,0.77,8688.0,69.0,0.769,0.087,Attrited Customer
709153008.0,37.0,,3.0,High School,Married,$40K - $60K,Blue,36.0,3.0,3.0,3.0,2523.0,2481.0,42.0,0.744,4683.0,76.0,0.689,0.983,Existing Customer
715005558.0,36.0,M,2.0,College,Single,$80K - $120K,Blue,36.0,6.0,,2.0,8374.0,2147.0,6227.0,1.113,2472.0,65.0,,,Existing Customer
826417233.0,35.0,F,4.0,College,Married,Less than $40K,Blue,31.0,3.0,3.0,4.0,2933.0,1011.0,1922.0,0.814,5089.0,71.0,0.868,0.345,Existing Customer
755305683.0,45.0,M,5.0,Graduate,Married,$60K - $80K,Blue,38.0,5.0,1.0,4.0,8983.0,0.0,,0.713,15163.0,124.0,0.746,0.0,Existing Customer
720600858.0,41.0,M,4.0,Graduate,Married,$60K - $80K,Blue,26.0,5.0,2.0,2.0,5633.0,1395.0,4238.0,0.542,3695.0,75.0,0.63,0.248,Existing Customer
721012983.0,46.0,M,3.0,Doctorate,Married,$80K - $120K,Blue,38.0,6.0,1.0,2.0,12935.0,1417.0,11518.0,0.738,3528.0,61.0,0.743,0.11,Existing Customer
780598383.0,35.0,M,3.0,Doctorate,Single,$40K - $60K,Blue,23.0,4.0,3.0,2.0,2148.0,1545.0,603.0,0.682,2167.0,65.0,0.512,0.719,Existing Customer
708399858.0,45.0,F,3.0,High School,Married,Less than $40K,Blue,35.0,2.0,2.0,1.0,2548.0,2250.0,298.0,0.581,4747.0,77.0,0.791,0.883,Existing Customer
780620883.0,49.0,F,2.0,Uneducated,Single,$40K - $60K,Blue,37.0,2.0,1.0,3.0,7045.0,1293.0,5752.0,0.628,7381.0,98.0,0.607,0.184,Existing Customer
713446083.0,49.0,F,4.0,Uneducated,Unknown,Unknown,Blue,39.0,5.0,2.0,,11545.0,1732.0,9813.0,,3996.0,65.0,0.548,0.15,Existing Customer
797238108.0,49.0,F,4.0,Unknown,Divorced,Less than $40K,Blue,43.0,5.0,1.0,,3232.0,824.0,2408.0,0.796,3915.0,74.0,0.644,0.255,Existing Customer
827703258.0,42.0,M,4.0,High School,Married,$60K - $80K,Blue,38.0,2.0,2.0,2.0,13426.0,0.0,13426.0,0.717,4674.0,66.0,0.886,0.0,Existing Customer
709399908.0,,F,2.0,Graduate,Single,$40K - $60K,Blue,23.0,4.0,2.0,2.0,7594.0,1442.0,6152.0,0.753,,99.0,,0.19,Existing Customer
720865383.0,53.0,M,3.0,Graduate,Single,$120K +,Blue,45.0,4.0,3.0,1.0,3378.0,1852.0,1526.0,0.483,4437.0,50.0,1.0,0.548,Existing Customer
710671608.0,39.0,F,2.0,Graduate,Divorced,Less than $40K,Blue,31.0,,3.0,4.0,6798.0,918.0,5880.0,0.671,3961.0,,0.605,,Existing Customer
804663258.0,54.0,M,2.0,High School,Married,$80K - $120K,Blue,49.0,3.0,1.0,4.0,14015.0,2065.0,11950.0,0.704,1903.0,49.0,0.633,0.147,Existing Customer
714708183.0,58.0,M,2.0,High School,Single,$60K - $80K,Silver,49.0,4.0,3.0,3.0,30186.0,0.0,30186.0,0.606,4070.0,74.0,0.574,0.0,Existing Customer
788830683.0,40.0,M,2.0,Graduate,Single,$80K - $120K,Blue,24.0,5.0,1.0,0.0,2478.0,2031.0,447.0,1.284,1558.0,31.0,0.938,0.82,Existing Customer
797643708.0,47.0,M,1.0,High School,Married,$120K +,Blue,41.0,3.0,1.0,4.0,27858.0,1314.0,26544.0,0.676,1772.0,53.0,0.559,0.047,Existing Customer
709920258.0,41.0,F,3.0,Graduate,,$40K - $60K,Blue,28.0,1.0,1.0,3.0,,1764.0,7530.0,1.026,4531.0,73.0,0.738,0.19,Existing Customer
767488908.0,41.0,M,4.0,Unknown,Married,$80K - $120K,Blue,35.0,4.0,2.0,3.0,3497.0,0.0,3497.0,0.696,4345.0,72.0,0.756,0.0,Existing Customer
714041283.0,50.0,F,2.0,Graduate,Single,Unknown,Blue,40.0,5.0,2.0,2.0,6610.0,1663.0,4947.0,0.813,4735.0,83.0,0.766,0.252,Existing Customer
815860008.0,40.0,F,,Uneducated,Married,Less than $40K,Blue,35.0,5.0,2.0,4.0,3140.0,2183.0,957.0,,5109.0,78.0,0.733,0.695,Existing Customer
779883933.0,40.0,F,4.0,Graduate,Married,Less than $40K,Blue,24.0,3.0,3.0,2.0,8014.0,1402.0,6612.0,0.873,1596.0,34.0,0.789,0.175,Existing Customer
756736008.0,45.0,F,2.0,Post-Graduate,Married,Less than $40K,Blue,38.0,3.0,2.0,3.0,2911.0,1471.0,1440.0,0.871,4450.0,62.0,0.771,0.505,Existing Customer
780253533.0,63.0,F,0.0,Unknown,Married,Less than $40K,Blue,49.0,5.0,3.0,0.0,3558.0,2318.0,1240.0,1.265,1631.0,31.0,0.824,0.651,Existing Customer
,47.0,M,4.0,High School,Divorced,$60K - $80K,Blue,36.0,6.0,1.0,3.0,1943.0,1654.0,289.0,0.648,,70.0,0.591,0.851,Existing Customer
714519408.0,44.0,F,3.0,College,Married,Less than $40K,Blue,36.0,2.0,3.0,3.0,5357.0,2139.0,3218.0,0.499,1979.0,48.0,0.655,0.399,Attrited Customer
709158333.0,44.0,M,4.0,Graduate,Single,$60K - $80K,Blue,28.0,2.0,2.0,1.0,2758.0,461.0,2297.0,0.58,4244.0,96.0,0.778,0.167,Existing Customer
813755658.0,60.0,M,1.0,Graduate,Single,$80K - $120K,,55.0,6.0,2.0,1.0,11524.0,0.0,11524.0,0.682,3598.0,72.0,0.532,0.0,Existing Customer
721114458.0,46.0,M,4.0,College,Single,$120K +,Blue,36.0,1.0,2.0,2.0,34516.0,585.0,33931.0,0.802,14319.0,96.0,0.655,0.017,Existing Customer
780790008.0,46.0,F,3.0,Unknown,Married,$40K - $60K,Blue,39.0,6.0,3.0,2.0,1457.0,563.0,894.0,0.711,3967.0,69.0,0.568,0.386,Existing Customer
717004533.0,35.0,F,3.0,High School,Married,Less than $40K,Blue,36.0,2.0,3.0,0.0,4790.0,1189.0,3601.0,0.698,4544.0,81.0,0.929,0.248,Existing Customer
721290708.0,50.0,,1.0,Uneducated,Single,$60K - $80K,Blue,30.0,1.0,3.0,2.0,14217.0,1816.0,12401.0,0.978,15554.0,99.0,0.678,0.128,Existing Customer
721468533.0,59.0,M,1.0,Graduate,Single,Unknown,Blue,36.0,1.0,5.0,2.0,12265.0,1412.0,10853.0,0.643,7470.0,82.0,0.783,0.115,Existing Customer
709068183.0,53.0,M,4.0,College,Single,$60K - $80K,,42.0,3.0,3.0,3.0,3096.0,0.0,3096.0,0.684,4709.0,87.0,0.776,0.0,Existing Customer
718486608.0,53.0,M,2.0,High School,Single,$120K +,Blue,36.0,2.0,2.0,2.0,21079.0,1431.0,19648.0,0.688,13930.0,96.0,0.655,0.068,Existing Customer
716290233.0,43.0,F,3.0,Graduate,Married,$40K - $60K,Blue,33.0,6.0,2.0,3.0,4343.0,0.0,4343.0,0.563,1352.0,35.0,0.944,0.0,Existing Customer
780720258.0,45.0,M,4.0,High School,Divorced,Less than $40K,Blue,34.0,4.0,2.0,3.0,3489.0,2517.0,,0.721,2684.0,39.0,0.56,0.721,Attrited Customer
716340783.0,48.0,M,4.0,High School,Married,$80K - $120K,Blue,36.0,1.0,1.0,2.0,21526.0,1320.0,20206.0,0.762,14441.0,105.0,0.875,,Existing Customer
720317658.0,43.0,M,2.0,Graduate,Single,$80K - $120K,Blue,35.0,2.0,2.0,2.0,5858.0,961.0,4897.0,0.657,7916.0,82.0,0.708,0.164,Existing Customer
778245633.0,43.0,F,3.0,Graduate,Single,Unknown,Blue,33.0,3.0,,1.0,2341.0,,,0.833,4356.0,70.0,0.628,0.777,Existing Customer
789328083.0,42.0,F,4.0,High School,Married,Less than $40K,Blue,32.0,6.0,3.0,3.0,3454.0,0.0,3454.0,0.862,2826.0,39.0,0.625,0.0,Attrited Customer
,46.0,M,2.0,Post-Graduate,Married,$80K - $120K,Blue,26.0,1.0,3.0,1.0,34516.0,714.0,33802.0,0.883,,97.0,0.764,0.021,Existing Customer
,53.0,F,,High School,Single,Less than $40K,Blue,,2.0,2.0,3.0,1874.0,994.0,880.0,0.713,4194.0,78.0,0.857,0.53,Existing Customer
710937783.0,53.0,F,0.0,Uneducated,Married,$40K - $60K,Blue,40.0,1.0,3.0,3.0,2772.0,2414.0,358.0,0.805,5313.0,68.0,1.194,0.871,Existing Customer
712206858.0,39.0,M,3.0,Graduate,Married,$120K +,Blue,36.0,3.0,3.0,2.0,32964.0,2231.0,30733.0,1.731,3094.0,45.0,1.647,0.068,Existing Customer
,45.0,F,4.0,Graduate,,$40K - $60K,Blue,34.0,3.0,2.0,2.0,2700.0,1977.0,723.0,0.801,4984.0,75.0,1.083,0.732,Existing Customer
712597233.0,37.0,M,2.0,Uneducated,Unknown,,Blue,,2.0,,2.0,3250.0,1721.0,1529.0,0.446,1714.0,32.0,0.391,0.53,Attrited Customer
708744933.0,35.0,M,2.0,High School,Married,$60K - $80K,Blue,36.0,4.0,2.0,4.0,19127.0,1880.0,17247.0,0.788,1859.0,33.0,0.571,0.098,Existing Customer
712299858.0,62.0,M,1.0,High School,Married,Less than $40K,Blue,53.0,5.0,3.0,3.0,2077.0,1571.0,506.0,1.031,1365.0,38.0,1.0,0.756,Existing Customer
715206408.0,31.0,F,1.0,High School,Single,Less than $40K,Blue,22.0,5.0,1.0,5.0,6662.0,0.0,6662.0,0.934,3264.0,83.0,0.766,0.0,Existing Customer
789487308.0,48.0,M,2.0,Doctorate,Single,$60K - $80K,Blue,39.0,3.0,2.0,2.0,10033.0,0.0,10033.0,0.644,4106.0,,0.902,0.0,Existing Customer
755420433.0,59.0,F,1.0,Graduate,Married,Unknown,Blue,52.0,2.0,3.0,3.0,10133.0,1417.0,8716.0,0.383,1068.0,20.0,0.818,0.14,Existing Customer
721335558.0,57.0,F,2.0,Graduate,Single,Less than $40K,Blue,36.0,1.0,2.0,3.0,6482.0,1686.0,4796.0,0.753,7544.0,101.0,0.629,0.26,Existing Customer
778973658.0,55.0,,0.0,Doctorate,Married,$60K - $80K,Blue,,4.0,6.0,,4980.0,906.0,4074.0,0.721,2273.0,66.0,0.886,0.182,Existing Customer
709957158.0,48.0,M,4.0,High School,Married,$40K - $60K,Blue,40.0,,1.0,2.0,2514.0,2251.0,263.0,0.852,3942.0,65.0,0.625,0.895,Existing Customer
719530158.0,57.0,M,1.0,Graduate,Single,$60K - $80K,Blue,44.0,3.0,3.0,2.0,9843.0,,8570.0,,3677.0,66.0,0.571,0.129,Existing Customer
713536158.0,65.0,M,1.0,College,Married,Less than $40K,Blue,56.0,5.0,3.0,2.0,4189.0,0.0,4189.0,0.715,1597.0,31.0,0.722,0.0,Existing Customer
719323683.0,47.0,F,3.0,Uneducated,Single,$40K - $60K,Blue,35.0,6.0,5.0,2.0,4543.0,1028.0,3515.0,0.799,4093.0,77.0,0.571,0.226,Existing Customer
779916408.0,39.0,F,4.0,Graduate,Single,Unknown,Blue,23.0,1.0,3.0,2.0,1811.0,0.0,1811.0,0.835,4934.0,70.0,0.628,0.0,Existing Customer
718497033.0,52.0,M,1.0,High School,Married,$120K +,Blue,36.0,5.0,3.0,,31733.0,0.0,31733.0,0.735,,53.0,0.767,0.0,Existing Customer
711561933.0,57.0,F,1.0,Uneducated,Divorced,Less than $40K,Blue,,,,1.0,2201.0,1420.0,781.0,0.762,4256.0,70.0,0.591,0.645,Existing Customer
721467258.0,58.0,M,1.0,High School,Married,$40K - $60K,Blue,36.0,3.0,2.0,5.0,2165.0,1135.0,1030.0,0.707,1541.0,33.0,0.833,0.524,Existing Customer
718642458.0,40.0,M,4.0,High School,Unknown,$80K - $120K,Blue,36.0,6.0,1.0,0.0,2126.0,1321.0,805.0,0.596,2992.0,72.0,1.0,0.621,Existing Customer
743420208.0,47.0,F,2.0,College,Single,Less than $40K,Blue,40.0,2.0,2.0,2.0,4822.0,1882.0,2940.0,0.833,13816.0,121.0,0.891,0.39,Existing Customer
814459833.0,42.0,F,3.0,Graduate,Single,Less than $40K,Blue,37.0,5.0,3.0,4.0,8017.0,0.0,8017.0,0.539,3042.0,55.0,0.528,0.0,Existing Customer
714964758.0,45.0,F,5.0,Graduate,Divorced,$40K - $60K,Blue,36.0,5.0,2.0,2.0,10400.0,1777.0,8623.0,0.791,1105.0,28.0,0.867,0.171,Existing Customer
720513333.0,46.0,M,3.0,High School,Single,$80K - $120K,Blue,39.0,2.0,1.0,3.0,21350.0,1724.0,19626.0,0.512,4878.0,78.0,0.444,0.081,Existing Customer
713159133.0,32.0,F,2.0,High School,Single,Less than $40K,Silver,23.0,4.0,2.0,2.0,14143.0,1472.0,12671.0,0.777,13785.0,117.0,0.648,0.104,Existing Customer
710157108.0,42.0,F,3.0,Graduate,,$40K - $60K,,33.0,6.0,2.0,3.0,3376.0,1661.0,1715.0,0.618,4629.0,75.0,0.923,0.492,Existing Customer
710644158.0,45.0,M,3.0,Graduate,Unknown,$80K - $120K,Blue,28.0,5.0,3.0,1.0,31743.0,1332.0,30411.0,0.665,4293.0,73.0,0.622,0.042,Existing Customer
714383583.0,39.0,F,2.0,Unknown,Single,$40K - $60K,Gold,36.0,5.0,3.0,3.0,23981.0,1696.0,22285.0,0.837,8646.0,97.0,0.902,0.071,Existing Customer
719872833.0,45.0,F,2.0,Graduate,Divorced,Less than $40K,Blue,36.0,6.0,6.0,3.0,2803.0,0.0,2803.0,,3347.0,71.0,0.732,0.0,Existing Customer
718230933.0,45.0,M,4.0,,Single,,Blue,36.0,5.0,2.0,3.0,,1060.0,378.3,0.301,1253.0,29.0,0.318,0.737,Attrited Customer
719474583.0,50.0,M,1.0,Graduate,Married,$80K - $120K,Blue,30.0,6.0,2.0,3.0,9771.0,1776.0,7995.0,0.46,2778.0,53.0,0.472,0.182,Existing Customer
,,F,1.0,Unknown,Single,,Blue,36.0,3.0,3.0,3.0,1553.0,723.0,830.0,0.666,1954.0,43.0,0.344,0.466,Existing Customer
714544908.0,56.0,M,4.0,Graduate,Divorced,$60K - $80K,Blue,36.0,6.0,3.0,,6224.0,,6224.0,0.92,8979.0,68.0,0.581,0.0,Attrited Customer
714785508.0,49.0,M,2.0,High School,Single,$80K - $120K,Silver,40.0,4.0,3.0,2.0,34516.0,1313.0,33203.0,0.583,15154.0,99.0,0.833,0.038,Existing Customer
,53.0,F,1.0,College,Unknown,$40K - $60K,,35.0,4.0,3.0,3.0,3585.0,0.0,3585.0,0.782,4806.0,81.0,0.653,0.0,Existing Customer
720905133.0,43.0,M,3.0,Graduate,Unknown,$80K - $120K,Blue,29.0,1.0,2.0,6.0,11422.0,1095.0,10327.0,0.773,2439.0,45.0,0.8,0.096,Attrited Customer
713857758.0,53.0,F,1.0,Graduate,,Unknown,Blue,36.0,6.0,3.0,1.0,5842.0,198.0,5644.0,0.396,1828.0,44.0,0.517,,Attrited Customer
712574583.0,34.0,F,1.0,Graduate,Single,Unknown,Blue,21.0,6.0,1.0,3.0,6376.0,1322.0,5054.0,0.709,5192.0,70.0,0.628,0.207,Existing Customer
709710783.0,35.0,F,0.0,High School,Single,Less than $40K,Blue,36.0,4.0,3.0,4.0,5931.0,0.0,5931.0,0.668,2730.0,,,0.0,Existing Customer
772118583.0,43.0,F,1.0,Uneducated,Married,Less than $40K,Blue,32.0,6.0,2.0,2.0,2667.0,1590.0,1077.0,0.806,4596.0,85.0,0.574,0.596,Existing Customer
803335008.0,48.0,F,2.0,Graduate,Divorced,,Blue,43.0,2.0,3.0,3.0,,1472.0,,0.979,13945.0,107.0,0.754,0.189,Existing Customer
823149483.0,52.0,,1.0,Post-Graduate,Single,$40K - $60K,Blue,,1.0,,3.0,1766.0,0.0,1766.0,0.769,4643.0,76.0,0.617,0.0,Existing Customer
714987633.0,42.0,M,,Graduate,Married,$60K - $80K,Blue,36.0,2.0,2.0,3.0,4953.0,2039.0,2914.0,0.68,4026.0,53.0,0.828,0.412,Existing Customer
815812683.0,47.0,M,3.0,Unknown,Single,$120K +,Blue,42.0,5.0,3.0,2.0,8856.0,1433.0,7423.0,0.811,5072.0,77.0,0.711,0.162,Existing Customer
720933408.0,56.0,F,2.0,Uneducated,Unknown,Less than $40K,Blue,36.0,3.0,1.0,2.0,8438.0,1825.0,6613.0,0.589,4798.0,89.0,0.712,0.216,Existing Customer
709666908.0,42.0,F,4.0,Graduate,Divorced,Unknown,Blue,36.0,3.0,3.0,1.0,2782.0,1782.0,1000.0,0.853,4669.0,93.0,0.755,0.641,Existing Customer
710294808.0,44.0,M,3.0,High School,Married,$60K - $80K,Blue,36.0,4.0,1.0,2.0,2188.0,1241.0,947.0,0.782,4509.0,67.0,0.675,0.567,Existing Customer
716805408.0,52.0,M,3.0,Doctorate,Married,$60K - $80K,Blue,40.0,6.0,2.0,2.0,5376.0,804.0,4572.0,0.51,4511.0,74.0,0.682,0.15,Existing Customer
772571508.0,34.0,F,2.0,,Single,Less than $40K,,24.0,4.0,1.0,0.0,2799.0,0.0,2799.0,0.696,2311.0,43.0,,0.0,Existing Customer
