CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
714146208.0,Existing Customer,40.0,F,4.0,Unknown,Single,Less than $40K,Blue,32.0,6.0,1.0,1.0,2594.0,2159.0,435.0,0.792,3872.0,71.0,0.511,0.832,3.8289e-05,0.99996
779166783.0,Existing Customer,41.0,F,4.0,Unknown,Single,$40K - $60K,Blue,31.0,5.0,1.0,2.0,2128.0,1383.0,745.0,0.679,3968.0,81.0,0.761,0.65,,0.99994
720818658.0,Existing Customer,50.0,F,1.0,Uneducated,,Less than $40K,Blue,38.0,3.0,3.0,3.0,1438.3,0.0,1438.3,0.679,4594.0,86.0,0.72,0.0,0.00029196,0.99971
712982808.0,Attrited Customer,47.0,M,2.0,Doctorate,Divorced,$80K - $120K,Blue,32.0,1.0,3.0,3.0,1438.3,0.0,1438.3,0.454,2388.0,42.0,0.5,0.0,0.99772,0.00227837
718657083.0,Existing Customer,46.0,M,3.0,High School,Married,$60K - $80K,Blue,36.0,4.0,3.0,1.0,4696.0,0.0,4696.0,0.732,4828.0,62.0,1.583,0.0,0.00010943,0.99989
715222533.0,Attrited Customer,52.0,F,3.0,Graduate,Married,Less than $40K,Blue,36.0,5.0,3.0,3.0,2566.0,1079.0,1487.0,0.554,2340.0,36.0,0.5,0.42,0.99683,0.00317458
718187508.0,Existing Customer,53.0,F,2.0,Unknown,Married,Unknown,Blue,36.0,3.0,4.0,3.0,2592.0,1364.0,,0.679,,68.0,,0.526,0.00040183,0.9996
802455633.0,Existing Customer,56.0,F,1.0,Unknown,Single,Less than $40K,Blue,50.0,4.0,4.0,1.0,1698.0,0.0,1698.0,0.847,4371.0,74.0,0.897,0.0,0.00013526,0.99986
714493983.0,Existing Customer,57.0,F,2.0,Graduate,Married,$40K - $60K,Blue,47.0,5.0,2.0,2.0,4682.0,1010.0,3672.0,0.638,4322.0,83.0,0.694,0.216,0.00011382,0.99989
780664758.0,Existing Customer,56.0,F,2.0,Uneducated,Married,$40K - $60K,Blue,44.0,6.0,1.0,,4439.0,1513.0,2926.0,0.752,4532.0,95.0,0.696,0.341,5.663e-05,0.99994
718466883.0,Existing Customer,34.0,F,1.0,Uneducated,Single,Less than $40K,Blue,25.0,6.0,1.0,2.0,2689.0,1618.0,1071.0,0.587,4237.0,79.0,0.681,0.602,5.3155e-05,0.99995
771338658.0,Existing Customer,46.0,M,2.0,High School,Married,$80K - $120K,Blue,30.0,6.0,3.0,1.0,11670.0,915.0,10755.0,0.892,4277.0,89.0,0.854,0.078,0.00010545,0.99989
709052883.0,Existing Customer,47.0,F,4.0,High School,Single,$40K - $60K,Blue,36.0,3.0,1.0,1.0,1596.0,0.0,1596.0,0.788,5678.0,81.0,0.8,0.0,,0.99997
708373083.0,Attrited Customer,40.0,F,4.0,Unknown,Married,$40K - $60K,Blue,30.0,1.0,3.0,4.0,3356.0,2517.0,839.0,0.583,2032.0,39.0,0.147,0.75,0.99832,0.00167742
716157408.0,Existing Customer,53.0,M,0.0,High School,Married,,,46.0,4.0,4.0,2.0,1590.0,0.0,1590.0,0.556,4229.0,73.0,1.086,,0.00018134,0.99982
713305233.0,Existing Customer,55.0,M,2.0,Graduate,Single,$80K - $120K,Blue,46.0,5.0,5.0,2.0,4994.0,0.0,4994.0,0.717,4802.0,81.0,0.761,0.0,0.0002009,0.9998
713000058.0,Existing Customer,,F,3.0,Graduate,Married,$40K - $60K,Silver,44.0,4.0,2.0,3.0,16406.0,0.0,16406.0,0.627,4075.0,75.0,0.63,0.0,0.00017949,0.99982
714909858.0,Existing Customer,52.0,F,2.0,Unknown,Married,Less than $40K,Blue,36.0,6.0,3.0,1.0,2451.0,1733.0,718.0,0.724,5283.0,90.0,0.698,0.707,0.00011924,0.99988
804371733.0,Existing Customer,40.0,M,2.0,Uneducated,Married,$80K - $120K,Blue,,,2.0,3.0,9109.0,1347.0,7762.0,0.695,3991.0,84.0,0.867,0.148,0.00019683,0.9998
772846383.0,Existing Customer,,F,1.0,,Single,Less than $40K,Blue,36.0,3.0,4.0,1.0,2632.0,1480.0,1152.0,0.588,4787.0,89.0,0.679,0.562,0.00013526,0.99986
712552608.0,Attrited Customer,46.0,F,3.0,Graduate,,Less than $40K,Blue,34.0,3.0,,1.0,,0.0,1438.3,0.714,2658.0,43.0,0.654,0.0,0.9912,0.0088
719887008.0,Existing Customer,38.0,F,3.0,Graduate,Married,Less than $40K,Blue,36.0,5.0,4.0,3.0,1757.0,1352.0,405.0,0.879,4121.0,81.0,0.421,0.769,0.00037935,0.99962
773342808.0,Existing Customer,46.0,F,1.0,Unknown,Single,Less than $40K,Blue,40.0,6.0,4.0,3.0,,1793.0,918.0,0.681,5084.0,79.0,0.717,0.661,0.00037718,0.99962
708375858.0,Existing Customer,47.0,F,,High School,Divorced,Less than $40K,Blue,36.0,5.0,4.0,2.0,2776.0,1341.0,1435.0,0.744,,68.0,0.943,,0.00022162,0.99978
789417708.0,Existing Customer,44.0,F,2.0,Uneducated,Married,$40K - $60K,Blue,35.0,3.0,2.0,1.0,1438.3,1091.0,347.3,0.702,4988.0,90.0,0.731,0.759,7.0576e-05,0.99993
794675058.0,Attrited Customer,36.0,M,3.0,Graduate,Married,$80K - $120K,Blue,21.0,5.0,3.0,2.0,5015.0,1963.0,3052.0,0.881,2491.0,43.0,0.87,0.391,0.99467,0.00533
718034058.0,Existing Customer,40.0,M,4.0,Graduate,Single,$60K - $80K,Blue,36.0,3.0,2.0,2.0,8529.0,901.0,7628.0,0.764,4252.0,68.0,0.511,0.106,0.00011937,0.99988
,Existing Customer,49.0,F,0.0,Graduate,Married,Less than $40K,Blue,30.0,3.0,2.0,0.0,1604.0,1112.0,492.0,0.618,4253.0,68.0,0.744,0.693,3.6029e-05,
713850783.0,Existing Customer,56.0,F,1.0,College,Married,Unknown,Blue,36.0,6.0,2.0,2.0,4263.0,0.0,4263.0,0.64,4876.0,70.0,1.188,0.0,0.00010387,0.9999
814785108.0,Existing Customer,45.0,F,1.0,Graduate,Married,Less than $40K,Blue,40.0,5.0,3.0,2.0,2493.0,1655.0,838.0,0.907,4473.0,76.0,0.9,0.664,0.00016883,0.99983
809616108.0,Attrited Customer,38.0,F,2.0,High School,Single,Less than $40K,Blue,33.0,3.0,3.0,3.0,1568.0,0.0,1568.0,0.611,2812.0,59.0,0.788,0.0,0.99661,0.00338788
809378133.0,Existing Customer,43.0,F,3.0,Uneducated,Single,Less than $40K,Blue,38.0,6.0,1.0,,1521.0,0.0,1521.0,0.791,4880.0,79.0,0.549,0.0,5.8763e-05,0.99994
779658408.0,Existing Customer,48.0,M,2.0,Graduate,Single,$40K - $60K,Blue,31.0,6.0,3.0,3.0,,1730.0,1531.0,0.682,4242.0,65.0,0.667,0.531,0.00030251,0.9997
717954333.0,Existing Customer,39.0,F,2.0,Unknown,Single,Less than $40K,Blue,25.0,4.0,2.0,1.0,1781.0,935.0,846.0,0.868,5093.0,77.0,0.974,0.525,7.5449e-05,0.99992
737052258.0,Existing Customer,62.0,F,1.0,Unknown,Single,Less than $40K,Blue,55.0,6.0,1.0,1.0,5284.0,2517.0,2767.0,0.674,4525.0,63.0,0.537,0.476,3.4268e-05,0.99997
708108333.0,Attrited Customer,47.0,F,3.0,Graduate,Married,Unknown,Blue,36.0,3.0,3.0,1.0,5590.0,0.0,5590.0,0.01,1507.0,32.0,0.0,0.0,0.9912,0.0088
715047333.0,Existing Customer,57.0,F,1.0,High School,,Unknown,Blue,36.0,5.0,2.0,3.0,1734.0,980.0,754.0,0.639,,92.0,0.917,,0.00017468,0.99983
714390858.0,Existing Customer,48.0,F,5.0,Unknown,Single,Unknown,Blue,36.0,4.0,2.0,3.0,7645.0,931.0,6714.0,0.894,5016.0,73.0,0.622,0.122,0.00021724,0.99978
717107808.0,Existing Customer,48.0,F,1.0,Uneducated,Unknown,$40K - $60K,Blue,39.0,6.0,4.0,2.0,1438.3,1218.0,220.3,0.752,4600.0,76.0,0.617,0.847,0.00020979,0.99979
713564208.0,Existing Customer,34.0,F,1.0,Graduate,Unknown,Less than $40K,Blue,23.0,4.0,1.0,1.0,2207.0,1527.0,680.0,0.861,4159.0,64.0,1.133,0.692,3.1176e-05,0.99997
720357483.0,Existing Customer,46.0,F,1.0,College,Married,Less than $40K,Blue,23.0,5.0,2.0,1.0,1723.0,1010.0,713.0,0.704,4112.0,82.0,0.864,0.586,6.2639e-05,0.99994
803339583.0,Existing Customer,,F,2.0,Post-Graduate,Married,Less than $40K,Blue,44.0,4.0,4.0,2.0,,0.0,1644.0,1.033,4898.0,82.0,0.783,0.0,0.00025577,0.99974
,Attrited Customer,48.0,F,,College,Married,Less than $40K,Blue,37.0,,2.0,3.0,1745.0,0.0,1745.0,0.657,2297.0,44.0,0.63,0.0,0.9949,0.0051
710157108.0,Existing Customer,42.0,F,3.0,Graduate,,$40K - $60K,,33.0,6.0,2.0,3.0,3376.0,1661.0,1715.0,0.618,4629.0,75.0,0.923,0.492,0.00019864,0.9998
721483158.0,Existing Customer,47.0,M,3.0,Graduate,Married,$60K - $80K,Blue,29.0,4.0,3.0,3.0,7298.0,0.0,7298.0,0.589,4512.0,72.0,0.756,0.0,,0.99969
767553333.0,Attrited Customer,45.0,M,3.0,Graduate,Single,$80K - $120K,Blue,39.0,1.0,3.0,3.0,8383.0,0.0,8383.0,0.809,2600.0,44.0,0.517,0.0,0.99683,0.00317458
710436108.0,Existing Customer,41.0,,4.0,High School,Unknown,$40K - $60K,Blue,29.0,5.0,4.0,2.0,3600.0,,2854.0,0.824,4184.0,,0.694,0.207,0.00022162,0.99978
779870883.0,Existing Customer,45.0,F,4.0,High School,Single,$40K - $60K,Blue,29.0,3.0,2.0,1.0,4595.0,1781.0,2814.0,0.708,3746.0,68.0,0.545,0.388,6.9982e-05,0.99993
817188408.0,Existing Customer,57.0,M,0.0,Uneducated,Divorced,$80K - $120K,Blue,39.0,4.0,4.0,3.0,2795.0,1832.0,963.0,0.839,4679.0,67.0,0.861,0.655,0.00032257,0.99968
719723658.0,Existing Customer,49.0,F,2.0,Uneducated,Single,Less than $40K,Blue,39.0,6.0,1.0,3.0,1768.0,0.0,1768.0,0.788,4628.0,90.0,0.837,0.0,9.5249e-05,0.9999
806189658.0,Existing Customer,50.0,F,2.0,Uneducated,Single,Less than $40K,Blue,45.0,4.0,2.0,3.0,1780.0,893.0,887.0,0.609,4630.0,73.0,0.587,0.502,0.00019683,0.9998
789070233.0,Existing Customer,51.0,F,3.0,Graduate,Divorced,Less than $40K,Blue,39.0,5.0,4.0,3.0,2987.0,1764.0,1223.0,0.686,4339.0,72.0,0.6,0.591,0.00037935,0.99962
712013808.0,Existing Customer,44.0,F,4.0,Uneducated,Single,Unknown,Blue,24.0,6.0,3.0,2.0,2717.0,1720.0,997.0,0.869,4196.0,71.0,0.614,0.633,0.00019396,0.99981
708602283.0,Existing Customer,40.0,F,4.0,Uneducated,Married,Unknown,Blue,36.0,3.0,3.0,1.0,2887.0,0.0,2887.0,0.581,3941.0,82.0,1.158,0.0,0.00011697,0.99988
809452383.0,Existing Customer,37.0,F,2.0,Graduate,Married,Less than $40K,Blue,32.0,6.0,1.0,3.0,1438.3,0.0,1438.3,0.707,4733.0,89.0,0.816,0.0,9.2637e-05,0.99991
714413283.0,Existing Customer,46.0,M,3.0,Unknown,Married,$80K - $120K,Blue,40.0,6.0,1.0,1.0,10879.0,860.0,10019.0,0.974,4629.0,69.0,0.725,0.079,3.7884e-05,0.99996
712407783.0,Existing Customer,39.0,F,1.0,Graduate,Single,Less than $40K,Blue,28.0,5.0,3.0,3.0,1809.0,1181.0,628.0,0.656,4452.0,83.0,0.596,0.653,0.00028395,0.99972
720062508.0,Attrited Customer,38.0,F,2.0,Unknown,Married,$40K - $60K,Blue,28.0,6.0,2.0,2.0,1628.0,0.0,1628.0,0.876,2527.0,41.0,0.64,0.0,0.99207,0.00793
717878883.0,Existing Customer,45.0,F,3.0,Unknown,Single,Less than $40K,Blue,,3.0,4.0,0.0,1438.3,0.0,1438.3,0.678,4463.0,71.0,0.821,0.0,9.1466e-05,0.99991
714013983.0,Attrited Customer,37.0,F,4.0,Post-Graduate,Married,Less than $40K,Blue,36.0,3.0,3.0,3.0,1586.0,0.0,1586.0,0.497,2109.0,41.0,0.414,0.0,0.99733,0.00267072
753208833.0,Existing Customer,43.0,F,5.0,Uneducated,Married,$40K - $60K,Blue,36.0,5.0,3.0,2.0,2311.0,1320.0,991.0,0.658,3967.0,71.0,0.69,0.571,0.00019094,0.99981
721241583.0,Existing Customer,48.0,F,3.0,Graduate,Married,Less than $40K,Blue,43.0,5.0,3.0,2.0,2109.0,1205.0,904.0,,2935.0,60.0,0.935,0.571,0.00018665,0.99981
713695158.0,Existing Customer,51.0,F,4.0,Uneducated,Divorced,Less than $40K,Blue,40.0,5.0,4.0,3.0,1562.0,1057.0,505.0,0.807,5019.0,78.0,0.696,0.677,0.00039421,0.99961
711540108.0,Attrited Customer,44.0,F,4.0,Doctorate,Unknown,Unknown,Blue,33.0,5.0,3.0,6.0,1438.3,0.0,1438.3,0.676,2316.0,48.0,0.5,0.0,0.99958,0.00041998
823878408.0,Existing Customer,39.0,M,4.0,Graduate,Married,$80K - $120K,Blue,35.0,6.0,2.0,1.0,2981.0,757.0,2224.0,0.764,4824.0,76.0,0.81,0.254,7.1987e-05,0.99993
779533983.0,Existing Customer,47.0,M,2.0,College,Divorced,$80K - $120K,Blue,31.0,3.0,1.0,3.0,,723.0,4572.0,,4412.0,90.0,0.579,0.137,9.0064e-05,0.99991
713583408.0,Attrited Customer,51.0,F,4.0,Graduate,Single,$40K - $60K,Blue,37.0,2.0,3.0,2.0,4708.0,920.0,3788.0,0.544,2179.0,50.0,1.273,0.195,0.99473,0.00527
714037308.0,Existing Customer,54.0,M,2.0,High School,Married,$60K - $80K,Blue,50.0,3.0,1.0,3.0,2210.0,1002.0,,0.938,4798.0,86.0,0.654,0.453,9.0056e-05,0.99991
715581633.0,Existing Customer,53.0,F,3.0,Unknown,Married,$40K - $60K,Blue,45.0,4.0,3.0,1.0,1972.0,0.0,1972.0,0.761,5085.0,73.0,0.587,0.0,0.00012373,0.99988
795684783.0,Existing Customer,48.0,M,4.0,High School,Single,$60K - $80K,Blue,42.0,5.0,,2.0,2384.0,1596.0,788.0,0.831,3149.0,59.0,0.903,0.669,0.00022162,
718645308.0,Existing Customer,35.0,M,4.0,College,Married,Less than $40K,Blue,36.0,3.0,3.0,3.0,2311.0,1222.0,1089.0,,4730.0,89.0,0.745,,0.00030845,
717870108.0,Existing Customer,46.0,F,4.0,Unknown,Unknown,$40K - $60K,Blue,37.0,6.0,4.0,2.0,1912.0,1172.0,740.0,0.827,4841.0,81.0,0.884,0.613,0.00025058,0.99975
815515158.0,Existing Customer,49.0,F,2.0,Unknown,Single,$40K - $60K,Blue,44.0,6.0,1.0,3.0,2147.0,1402.0,745.0,0.612,4240.0,69.0,0.683,0.653,0.00010183,0.9999
713957283.0,Attrited Customer,42.0,F,4.0,,Married,Less than $40K,Blue,23.0,3.0,2.0,3.0,3214.0,0.0,3214.0,0.435,2119.0,44.0,0.517,0.0,,0.00481999
,Existing Customer,43.0,F,4.0,Uneducated,Married,Less than $40K,Blue,36.0,5.0,3.0,3.0,3006.0,879.0,2127.0,0.759,5125.0,87.0,0.74,0.292,0.0003262,0.99967
794771208.0,Existing Customer,52.0,M,3.0,Unknown,Single,$80K - $120K,Blue,46.0,5.0,1.0,2.0,2735.0,1942.0,793.0,0.582,3724.0,66.0,0.692,0.71,6.282e-05,0.99994
720180633.0,Existing Customer,50.0,M,2.0,College,Married,$120K +,Blue,36.0,3.0,2.0,3.0,3390.0,2385.0,1005.0,0.656,4128.0,73.0,0.698,0.704,0.00018612,0.99981
815539233.0,Attrited Customer,54.0,M,4.0,High School,Single,$80K - $120K,Silver,49.0,1.0,,4.0,34516.0,214.0,,0.0,1201.0,22.0,0.0,,0.9979,0.00209822
778933983.0,Existing Customer,55.0,F,0.0,Uneducated,Unknown,Unknown,Blue,39.0,4.0,3.0,3.0,11249.0,2012.0,9237.0,0.659,3882.0,55.0,0.964,0.179,0.00026692,0.99973
717960033.0,Existing Customer,52.0,F,1.0,Graduate,Single,Less than $40K,Blue,44.0,6.0,3.0,1.0,2484.0,1495.0,989.0,0.922,4084.0,86.0,0.536,0.602,0.00010182,0.9999
825368658.0,Existing Customer,40.0,F,4.0,High School,Single,Less than $40K,,36.0,5.0,5.0,3.0,2932.0,1664.0,1268.0,0.612,4795.0,82.0,0.708,0.568,0.00034447,0.99966
721154208.0,Existing Customer,60.0,F,1.0,Unknown,Married,Less than $40K,Blue,36.0,3.0,4.0,3.0,2882.0,2081.0,801.0,0.644,4933.0,103.0,0.661,0.722,0.00037718,0.99962
718572408.0,Existing Customer,45.0,F,5.0,Post-Graduate,Unknown,Less than $40K,Blue,36.0,5.0,2.0,3.0,2658.0,694.0,1964.0,0.722,4774.0,92.0,0.769,0.261,0.00023255,0.99977
749571633.0,Existing Customer,44.0,F,2.0,,Unknown,Unknown,Blue,37.0,4.0,,3.0,5589.0,1336.0,4253.0,0.944,4262.0,75.0,1.027,,0.00029411,0.99971
713914683.0,Existing Customer,44.0,F,1.0,Graduate,Single,$40K - $60K,Blue,36.0,3.0,4.0,2.0,1484.0,885.0,599.0,0.951,4819.0,74.0,0.805,0.596,0.00020404,0.9998
713301633.0,Existing Customer,57.0,F,3.0,Doctorate,Single,Unknown,Blue,36.0,5.0,1.0,1.0,1678.0,1162.0,516.0,0.722,4402.0,87.0,0.851,0.692,4.9875e-05,0.99995
711399408.0,Attrited Customer,34.0,F,2.0,Graduate,,Unknown,Blue,25.0,2.0,3.0,4.0,12373.0,0.0,12373.0,0.71,2462.0,40.0,0.429,0.0,0.99807,0.00193323
711494208.0,Existing Customer,52.0,M,2.0,Unknown,Married,Less than $40K,Blue,36.0,3.0,3.0,3.0,2846.0,1606.0,1240.0,,5092.0,86.0,0.792,0.564,0.00033251,0.99967
711716133.0,Attrited Customer,42.0,F,3.0,High School,Married,$40K - $60K,Blue,34.0,6.0,3.0,1.0,1585.0,1381.0,204.0,0.706,2360.0,40.0,0.379,0.871,0.99095,0.00905
713906508.0,Existing Customer,42.0,F,3.0,Unknown,Single,Less than $40K,Blue,36.0,6.0,3.0,3.0,,834.0,2003.0,0.427,3892.0,,0.408,0.294,0.00034503,0.99965
708768258.0,Existing Customer,51.0,F,4.0,Doctorate,Married,Less than $40K,Blue,43.0,6.0,,2.0,2066.0,1077.0,989.0,0.715,4678.0,91.0,,0.521,8.3588e-05,0.99992
719538183.0,Existing Customer,47.0,M,1.0,High School,Married,$60K - $80K,Blue,36.0,4.0,4.0,3.0,20789.0,0.0,20789.0,0.82,4105.0,67.0,0.718,0.0,0.00033359,0.99967
718957083.0,Existing Customer,48.0,F,1.0,Graduate,Single,Less than $40K,Blue,35.0,,2.0,2.0,1449.0,0.0,,0.785,4797.0,88.0,0.913,0.0,0.00010684,0.99989
720872433.0,Attrited Customer,39.0,F,1.0,Uneducated,Single,$40K - $60K,Blue,28.0,5.0,3.0,6.0,3911.0,0.0,,0.897,2867.0,42.0,0.556,0.0,0.99934,0.0006603
779403558.0,Existing Customer,56.0,F,0.0,Unknown,Married,Less than $40K,Blue,45.0,5.0,1.0,1.0,1737.0,0.0,1737.0,0.653,4611.0,73.0,0.973,0.0,3.1329e-05,0.99997
,Existing Customer,48.0,F,3.0,Graduate,Single,Less than $40K,Blue,,3.0,4.0,3.0,1815.0,557.0,1258.0,0.672,4519.0,76.0,0.854,0.307,0.00037935,0.99962
715530258.0,Attrited Customer,46.0,F,2.0,Post-Graduate,Single,Unknown,Blue,37.0,,3.0,,4848.0,2517.0,,0.651,2353.0,53.0,0.828,0.519,0.9972,0.00280059
803380383.0,Existing Customer,46.0,F,5.0,Graduate,Divorced,Less than $40K,Blue,40.0,3.0,3.0,3.0,1592.0,925.0,667.0,0.804,4615.0,90.0,0.667,0.581,0.00031231,0.99969
716766033.0,Existing Customer,40.0,F,4.0,Unknown,Single,Less than $40K,Blue,31.0,5.0,2.0,3.0,1768.0,1242.0,526.0,0.776,4439.0,65.0,0.806,0.702,0.00022068,0.99978
757300008.0,Existing Customer,44.0,F,2.0,Graduate,Single,,Blue,37.0,4.0,,3.0,8128.0,2344.0,5784.0,0.788,4251.0,80.0,1.051,0.288,0.00030251,0.9997
810986883.0,Existing Customer,45.0,F,0.0,High School,Single,Unknown,Blue,40.0,5.0,4.0,0.0,2557.0,1898.0,659.0,0.772,4808.0,83.0,0.694,0.742,6.6897e-05,0.99993
819200133.0,Existing Customer,44.0,M,3.0,Graduate,Unknown,$60K - $80K,Blue,39.0,5.0,4.0,3.0,2991.0,642.0,2349.0,0.76,4646.0,62.0,0.55,0.215,0.00037935,0.99962
710410158.0,Attrited Customer,49.0,M,2.0,Graduate,Unknown,$80K - $120K,Blue,38.0,3.0,4.0,3.0,34516.0,0.0,34516.0,0.482,1592.0,35.0,0.346,0.0,0.99727,0.00272694
714488433.0,Existing Customer,45.0,M,2.0,Unknown,Married,$80K - $120K,Blue,36.0,5.0,2.0,3.0,19099.0,2517.0,16582.0,0.628,4837.0,77.0,0.75,0.132,0.00021042,0.99979
714267858.0,Existing Customer,44.0,F,2.0,High School,Single,Unknown,Blue,37.0,6.0,2.0,1.0,4559.0,1680.0,,0.628,4934.0,,0.949,,6.6728e-05,0.99993
827062158.0,Existing Customer,58.0,M,2.0,High School,Single,$80K - $120K,Blue,54.0,6.0,3.0,2.0,22981.0,1696.0,21285.0,0.466,4192.0,66.0,0.571,0.074,0.00017486,0.99983
710669733.0,Existing Customer,38.0,F,1.0,Graduate,Single,$40K - $60K,Blue,36.0,4.0,2.0,2.0,2358.0,1965.0,393.0,0.614,4922.0,80.0,0.6,0.833,0.00010684,0.99989
716498883.0,Existing Customer,48.0,M,4.0,Graduate,Single,$80K - $120K,Blue,36.0,6.0,4.0,1.0,22067.0,685.0,21382.0,0.605,3577.0,64.0,0.882,0.031,0.00013749,0.99986
780529908.0,Existing Customer,43.0,F,3.0,College,Single,Less than $40K,Blue,30.0,3.0,3.0,2.0,2023.0,1331.0,692.0,0.624,5098.0,79.0,0.681,0.658,0.00018146,0.99982
714028083.0,Existing Customer,36.0,F,1.0,Unknown,Single,Unknown,Blue,31.0,6.0,1.0,2.0,2222.0,0.0,2222.0,0.769,4095.0,65.0,0.912,0.0,5.6825e-05,0.99994
714572208.0,Existing Customer,59.0,M,2.0,Graduate,Single,$60K - $80K,Blue,36.0,6.0,3.0,2.0,1438.3,788.0,650.3,0.741,4297.0,65.0,0.585,0.548,0.00017987,0.99982
708976908.0,Attrited Customer,40.0,M,3.0,Post-Graduate,Single,$80K - $120K,Blue,36.0,4.0,4.0,3.0,8958.0,0.0,8958.0,0.483,2131.0,43.0,0.387,0.0,0.99777,0.00223444
721409358.0,Existing Customer,36.0,F,1.0,Uneducated,Single,Less than $40K,Blue,21.0,3.0,2.0,1.0,1937.0,733.0,1204.0,0.826,4547.0,73.0,0.973,0.378,6.6245e-05,0.99993
809311758.0,Existing Customer,40.0,M,3.0,Unknown,Single,$60K - $80K,Silver,35.0,6.0,3.0,2.0,25219.0,1503.0,23716.0,0.944,4429.0,87.0,0.642,0.06,0.00018538,0.99981
712602708.0,Attrited Customer,36.0,M,3.0,Unknown,Unknown,$80K - $120K,Blue,,4.0,1.0,2.0,1815.0,0.0,1815.0,0.478,2039.0,34.0,0.36,0.0,0.98433,0.01567
789087858.0,Existing Customer,60.0,F,0.0,Graduate,Married,$40K - $60K,Blue,48.0,4.0,2.0,1.0,3361.0,2473.0,888.0,0.895,4589.0,69.0,1.029,0.736,5.8902e-05,0.99994
711264033.0,Existing Customer,47.0,M,3.0,Doctorate,Divorced,$40K - $60K,Blue,36.0,4.0,,,4786.0,1516.0,3270.0,0.94,4973.0,74.0,,0.317,0.00028744,0.99971
770180808.0,Existing Customer,37.0,F,4.0,Graduate,Single,Unknown,Blue,31.0,3.0,3.0,2.0,1438.3,0.0,1438.3,0.919,5001.0,91.0,0.625,0.0,0.00018864,0.99981
789271533.0,Existing Customer,51.0,F,1.0,Doctorate,Single,Less than $40K,Blue,40.0,5.0,3.0,2.0,1438.3,908.0,530.3,0.615,4653.0,74.0,0.897,0.631,0.00024431,0.99976
720152058.0,Existing Customer,42.0,,1.0,Doctorate,Single,Less than $40K,Blue,35.0,5.0,1.0,3.0,2725.0,2444.0,281.0,,4965.0,85.0,0.809,0.897,0.00012583,0.99987
826490133.0,Existing Customer,42.0,F,4.0,Uneducated,Divorced,Unknown,,38.0,6.0,,2.0,,1600.0,8439.0,0.7,4685.0,76.0,0.9,0.159,0.00019396,0.99981
717966933.0,Existing Customer,45.0,F,5.0,Uneducated,Married,Unknown,Blue,37.0,3.0,1.0,1.0,2467.0,1446.0,1021.0,0.73,5024.0,81.0,,0.586,,
808669083.0,,52.0,F,1.0,Graduate,Married,Less than $40K,Blue,47.0,3.0,1.0,3.0,1438.3,0.0,1438.3,0.775,5015.0,68.0,0.789,0.0,8.6952e-05,0.99991
771422883.0,Attrited Customer,57.0,F,3.0,Graduate,Married,Less than $40K,Blue,45.0,1.0,4.0,2.0,1759.0,186.0,1573.0,0.756,2705.0,35.0,0.522,0.106,0.99559,0.00441277
717570258.0,Existing Customer,46.0,M,5.0,Graduate,Married,Less than $40K,Blue,35.0,6.0,2.0,2.0,2206.0,1722.0,484.0,0.973,4455.0,67.0,0.763,0.781,0.00011751,0.99988
708703308.0,Attrited Customer,35.0,F,1.0,Unknown,Married,$40K - $60K,Blue,26.0,6.0,4.0,4.0,2045.0,1707.0,338.0,0.577,2183.0,39.0,0.696,0.835,0.99845,0.001551
789508758.0,Existing Customer,54.0,F,2.0,Unknown,Single,Less than $40K,Blue,46.0,3.0,,3.0,4170.0,641.0,3529.0,0.815,,67.0,0.595,0.154,0.00021042,0.99979
780653208.0,Existing Customer,47.0,F,3.0,College,Married,Less than $40K,Blue,36.0,5.0,4.0,2.0,3300.0,2517.0,783.0,0.94,3784.0,55.0,1.115,0.763,0.0002193,0.99978
709077933.0,Existing Customer,26.0,F,0.0,High School,,Less than $40K,,18.0,5.0,,2.0,5422.0,682.0,4740.0,0.892,4460.0,62.0,0.676,0.126,0.00015005,0.99985
715200783.0,Existing Customer,56.0,F,2.0,Graduate,Married,Unknown,Blue,36.0,6.0,2.0,3.0,2015.0,807.0,1208.0,0.831,5209.0,76.0,0.767,0.4,0.00019143,0.99981
710526633.0,Existing Customer,47.0,M,2.0,Unknown,Single,$60K - $80K,Blue,34.0,3.0,3.0,2.0,2048.0,1599.0,449.0,0.613,4855.0,88.0,0.872,0.781,0.00019771,0.9998
714186108.0,Existing Customer,37.0,F,2.0,Unknown,Single,Less than $40K,Blue,19.0,6.0,5.0,2.0,2152.0,1682.0,470.0,1.051,4126.0,71.0,0.972,0.782,0.00022083,0.99978
820047858.0,Attrited Customer,44.0,F,4.0,,Unknown,Less than $40K,Blue,39.0,1.0,4.0,2.0,,1868.0,1149.0,0.722,2096.0,50.0,0.471,0.619,0.99563,0.00436631
